decoration,elevator,location,orientation,pattern,property,size,total_price,unit_price,village
简装,有电梯,北大地,东南,2室1厅,2004年建塔楼,91.3平米,515,56408,正阳小区 
简装,有电梯,玉泉营,北,1室1厅,2006年建板塔结合,68.93平米,430,62383,万年花城三期 
简装,有电梯,玉泉营,南 北,3室1厅,2011年建板楼,90.25平米,658,72909,青秀城 
简装,无电梯,看丹桥,南 北,2室1厅,1990年建板楼,54平米,306,56667,韩庄子西里 
精装,有电梯,玉泉营,南 西 北,2室1厅,2005年建塔楼,132.3平米,800,60469,怡海花园恒丰园 
简装,有电梯,五里店,东,1室1厅,2003年建塔楼,50.03平米,265,52969,程庄南里 
精装,有电梯,卢沟桥,东,1室1厅,2004年建塔楼,61.91平米,272,43935,晓月苑五里 
其他,无电梯,科技园区,南 北,2室1厅,1997年建板楼,66.11平米,485,73363,怡海花园恒泰园 
简装,无电梯,科技园区,南 北,3室2厅,2002年建板楼,114.09平米,615,53905,富锦嘉园二区 
简装,有电梯,宋家庄,南,2室1厅,2010年建塔楼,88.82平米,488,54943,红狮家园 
简装,有电梯,科技园区,西北,3室1厅,2001年建塔楼,113.67平米,525,46187,南极星 
简装,有电梯,丽泽,南 北,3室2厅,2002年建板楼,166.02平米,920,55416,丰益花园东区 
简装,无电梯,七里庄,东 西,2室1厅,1994年建板楼,64.01平米,370,57804,望园西里 
简装,有电梯,菜户营,西南,3室2厅,2001年建塔楼,116.64平米,730,62586,鹏润家园 
简装,有电梯,草桥,东南,3室2厅,2006年建塔楼,143.54平米,880,61307,恋日花都 
其他,有电梯,马家堡,南 北,2室1厅,2002年建板楼,84.72平米,600,70822,益城园 
简装,有电梯,方庄,南 北,3室2厅,2007年建板塔结合,165.66平米,1080,65194,方庄6号 
其他,无电梯,太平桥,南 北,3室1厅,1989年建板楼,80.73平米,540,66890,太平桥东里 
简装,有电梯,角门,东南 北,3室1厅,1999年建塔楼,113.29平米,555,48990,杏林园 
简装,有电梯,方庄,南,4室1厅,1992年建塔楼,106平米,800,75472,芳古园一区 
精装,有电梯,玉泉营,南 北,4室2厅,2007年建板楼,181.9平米,1100,60473,优筑 
简装,无电梯,方庄,南 北,3室1厅,1990年建板楼,73.22平米,505,68971,芳群园二区 
简装,有电梯,方庄,南,3室1厅,2007年建板塔结合,150.19平米,980,65251,方庄6号 
精装,有电梯,岳各庄,南 北,3室2厅,2006年建板楼,170.69平米,1270,74404,万科紫台 
简装,无电梯,玉泉营,南 北,3室1厅,1986年建板楼,76.1平米,410,53877,育芳园 
其他,有电梯,玉泉营,南 北,3室1厅,2006年建板塔结合,131.74平米,800,60726,万年花城三期 
其他,有电梯,卢沟桥,南,2室1厅,2008年建塔楼,87.56平米,390,44541,晓月新城 
精装,无电梯,看丹桥,南 北,2室1厅,1995年建板楼,56.1平米,302,53833,新华街二里 
简装,无电梯,科技园区,南 北,3室1厅,1996年建板楼,104.55平米,580,55476,恒富中街7号院 
精装,有电梯,岳各庄,西南,2室1厅,2005年建塔楼,91.09平米,400,43913,丰体时代花园 
简装,无电梯,六里桥,南 北,2室1厅,1990年建板楼,57.12平米,359,62851,六里桥7号院 
简装,有电梯,蒲黄榆,西南,2室1厅,1990年建塔楼,61.15平米,350,57237,刘家窑东里 
精装,有电梯,玉泉营,南 北,2室1厅,2004年建板塔结合,95.78平米,525,54814,三环新城7号院 
其他,无电梯,科技园区,南 北,3室1厅,1993年建板楼,61.39平米,320,52126,看丹路4号院 
精装,有电梯,六里桥,东南,2室1厅,1999年建塔楼,78.17平米,510,65243,莲香园 
精装,有电梯,科技园区,南,2室1厅,2008年建塔楼,69.09平米,325,47041,天龙华鹤 
精装,有电梯,丽泽,南 北,2室1厅,2007年建暂无数据,106.73平米,750,70271,前泥洼小区 
精装,有电梯,刘家窑,西南,1室1厅,2004年建塔楼,68.73平米,380,55289,方南家园二期 
精装,无电梯,科技园区,东 西,2室1厅,1997年建板楼,70.39平米,490,69613,怡海花园恒泰园 
其他,有电梯,大红门,西南,3室1厅,2010年建板塔结合,95.88平米,656,68419,上海建筑 
简装,无电梯,七里庄,南 北,2室1厅,1992年建板楼,56.1平米,360,64172,中建一局北院 
精装,有电梯,玉泉营,东南,3室1厅,2005年建塔楼,203.23平米,1280,62983,怡海花园恒丰园 
简装,有电梯,菜户营,东 西,2室2厅,2005年建板塔结合,88.14平米,570,64670,天伦北里 
简装,无电梯,五里店,南 北,2室1厅,1980年建板楼,72.5平米,332,45794,程庄路3号院 
精装,无电梯,广安门,南 北,2室1厅,1992年建板楼,59.1平米,412,69713,莲花池南里 
精装,有电梯,草桥,南,1室1厅,2006年建板楼,51.36平米,420,81776,恋日花都 
精装,有电梯,五里店,西南 北,3室2厅,2003年建塔楼,131.03平米,480,36633,程庄南里 
其他,无电梯,方庄,南 北,2室1厅,1992年建板楼,52.36平米,405,77350,芳古园一区 
简装,无电梯,成寿寺,西北,2室1厅,1992年建板楼,58.32平米,295,50583,苇子坑1号院 
精装,1室1厅,玉泉营,南,1室1厅,2010年建板塔结合,67平米,385,57463,鸿业兴园二区 
简装,有电梯,玉泉营,南,1室1厅,2011年建暂无数据,71.22平米,335,47038,青秀雅苑 
精装,有电梯,科技园区,南,1室0厅,2012年建板楼,41.82平米,309,73889,中海御鑫阁 
简装,有电梯,太平桥,北,1室1厅,2004年建塔楼,59.02平米,400,67774,糖人街 
精装,有电梯,丽泽,东北,1室1厅,2001年建塔楼,66.16平米,430,64994,盛鑫嘉园 
简装,有电梯,方庄,南 北,3室1厅,1994年建塔楼,117.7平米,715,60748,芳城园一区 
精装,有电梯,洋桥,东南,3室1厅,2005年建塔楼,101.67平米,580,57048,首座绿洲 
精装,有电梯,马家堡,南 西 北,2室2厅,2004年建板楼,109.8平米,755,68762,益明园 
精装,有电梯,青塔,南 北,3室2厅,2011年建板楼,95.22平米,695,72989,万科紫苑 
毛坯,有电梯,玉泉营,南,3室1厅,2007年建板楼,121.27平米,727,59949,三环新城8号院 
精装,有电梯,蒲黄榆,南,2室1厅,1991年建塔楼,69.7平米,395,56672,蒲黄榆路 
精装,有电梯,方庄,南,2室2厅,1996年建板塔结合,128.18平米,940,73335,芳城园一区 
简装,有电梯,丽泽,东南,2室2厅,2009年建板塔结合,75.94平米,630,82961,保利百合 
精装,有电梯,赵公口,南 北,3室2厅,2009年建板塔结合,142.29平米,920,64657,世华水岸C区 
精装,无电梯,北大地,南,2室1厅,1990年建板楼,56.09平米,335,59726,邮局宿舍 
精装,无电梯,北大地,东 南 西,2室1厅,1990年建板楼,40.48平米,299,73864,邮局宿舍 
简装,有电梯,北大地,南,2室1厅,2003年建塔楼,99.3平米,590,59416,永善里 
简装,2室2厅,五里店,南 北,2室1厅,1990年建板楼,53.72平米,233,43374,丰西北里 
简装,有电梯,太平桥,西,2室2厅,2004年建塔楼,94.34平米,620,65720,首科花园 
简装,有电梯,草桥,南 北,3室2厅,1998年建板楼,96.83平米,630,65063,草桥欣园18号院 
简装,无电梯,青塔,南 北,3室2厅,2005年建板楼,116.93平米,506,43274,万恒家园 
其他,有电梯,太平桥,南,2室1厅,1993年建塔楼,62.62平米,435,69467,太平桥西里 
简装,无电梯,新宫,南 北,3室2厅,2005年建板楼,106.52平米,450,42246,飞腾家园 
精装,无电梯,花乡,南 北,2室1厅,2001年建板楼,66.74平米,325,48697,银地家园 
精装,有电梯,西罗园,南 北,2室1厅,2002年建板塔结合,98.47平米,668,67838,珠江骏景中区 
精装,无电梯,马家堡,南 北,2室1厅,2000年建板楼,68.85平米,465,67539,富卓苑 
简装,无电梯,宋家庄,南 北,2室1厅,2000年建板楼,88.13平米,510,57870,华芳嘉园 
精装,有电梯,青塔,南 北,3室1厅,2011年建板楼,95.22平米,668,70154,万科紫苑 
精装,有电梯,太平桥,西南 北,2室1厅,2006年建板塔结合,128.65平米,955,74233,威尔夏大道 
精装,有电梯,青塔,东南,3室1厅,2006年建塔楼,115.53平米,620,53666,长安新城一区 
简装,有电梯,方庄,东南,1室1厅,1992年建塔楼,35.67平米,255,71489,芳古园一区 
简装,无电梯,科技园区,东 西,2室1厅,1990年建板楼,63.67平米,430,67536,怡海花园恒泰园 
简装,无电梯,北大地,南,2室1厅,1985年建板楼,49.35平米,300,60791,北大街 
精装,有电梯,玉泉营,南 北,3室1厅,2007年建板楼,147.07平米,998,67859,优筑 
精装,有电梯,五里店,南 北,4室1厅,2008年建板塔结合,169.6平米,760,44812,和风四季 
精装,无电梯,七里庄,南,1室1厅,1992年建板楼,42.2平米,265,62797,泥洼路5号院 
精装,无电梯,看丹桥,南 北,1室1厅,1992年建板楼,43.11平米,258,59847,韩庄子二里 
精装,有电梯,青塔,南 北,2室1厅,2004年建板塔结合,112.31平米,595,52979,博龙家园 
简装,无电梯,右安门外,南 北,2室1厅,1980年建板楼,56.5平米,345,61062,玉林东里二区 
毛坯,无电梯,卢沟桥,北,1室0厅,1999年建板楼,46.74平米,235,50279,晓月苑三里 
精装,有电梯,马连道,西南 北,2室2厅,2005年建塔楼,111.45平米,730,65501,丽泽雅园 
精装,有电梯,玉泉营,南,1室1厅,2011年建板楼,72.6平米,375,51653,青秀雅苑 
精装,有电梯,宋家庄,西,1室1厅,2010年建塔楼,70.53平米,400,56714,红狮家园 
精装,有电梯,玉泉营,东,1室0厅,2004年建板塔结合,42.15平米,280,66430,三环新城7号院 
简装,无电梯,科技园区,北,1室1厅,1997年建板楼,54.23平米,348,64172,怡海花园恒泰园 
精装,有电梯,玉泉营,东北,1室1厅,2011年建板楼,74.61平米,385,51602,青秀雅苑 
简装,有电梯,看丹桥,东,2室1厅,2007年建塔楼,85.27平米,419,49139,新华街三里 
精装,1室1厅,太平桥,东 北,1室1厅,1994年建板楼,46.3平米,325,70195,华源一里8号院 
精装,有电梯,玉泉营,南,1室1厅,2011年建板楼,70.63平米,350,49555,青秀雅苑 
其他,有电梯,玉泉营,南,1室1厅,2011年建板楼,72.6平米,377,51929,青秀雅苑 
简装,有电梯,玉泉营,西,1室0厅,2006年建塔楼,51.71平米,350,67686,万年花城二期 
精装,有电梯,科技园区,东南,1室1厅,2001年建塔楼,71.93平米,453,62978,怡海花园富润园 
简装,有电梯,青塔,西南,1室1厅,2000年建塔楼,67.22平米,335,49837,兆丰园 
简装,有电梯,青塔,南 北,3室2厅,2007年建板楼,134.12平米,890,66359,万科中粮假日风景 
其他,有电梯,刘家窑,东,2室1厅,2001年建塔楼,98.91平米,478,48327,正邦嘉园一期 
精装,有电梯,科技园区,东南,2室1厅,2001年建塔楼,104.66平米,585,55896,怡海花园富泽园 
精装,无电梯,科技园区,南 北,4室2厅,1995年建板楼,156.5平米,780,49841,恒富中街6号院 
精装,有电梯,科技园区,西,1室0厅,2012年建板楼,39.73平米,266,66952,中海御鑫阁 
精装,有电梯,玉泉营,东 南,1室0厅,2008年建塔楼,38.5平米,218,56624,万年花城回迁 
精装,有电梯,科技园区,南,1室1厅,2008年建塔楼,68.88平米,315,45732,天下儒寓 
简装,无电梯,北大地,南,1室1厅,1982年建板楼,35.6平米,265,74439,北大地三里 
简装,无电梯,看丹桥,南 北,2室1厅,1990年建板楼,57.04平米,320,56101,韩庄子西里 
其他,有电梯,洋桥,南,2室1厅,1995年建塔楼,66.86平米,400,59827,洋桥东里 
其他,无电梯,看丹桥,南 北,3室1厅,1992年建板楼,74.86平米,385,51430,韩庄子东里 
其他,无电梯,玉泉营,东 西,2室1厅,1992年建板楼,54.22平米,330,60864,万柳园小区 
简装,无电梯,玉泉营,南 北,2室1厅,1992年建板楼,62.48平米,376,60180,万柳园小区 
其他,有电梯,岳各庄,东南,3室2厅,2005年建塔楼,127.89平米,615,48089,丰体时代花园 
其他,有电梯,看丹桥,西南,3室1厅,1998年建塔楼,80.3平米,435,54172,新华街三里 
精装,无电梯,宋家庄,东 西,2室1厅,2005年建板楼,76.39平米,385,50400,芳泽园 
简装,有电梯,科技园区,东南,3室2厅,2005年建塔楼,207.15平米,1450,69998,怡海花园恒泰园 
其他,无电梯,赵公口,东 南 西,1室1厅,1997年建板楼,49.24平米,275,55849,日新家园 
其他,无电梯,玉泉营,南 北,1室1厅,1999年建板楼,61.18平米,410,67016,怡海花园恒丰园 
简装,无电梯,马家堡,东 西,2室1厅,2000年建板楼,77.54平米,440,56745,富卓苑 
其他,无电梯,和义,南 北,3室1厅,2004年建板楼,107.76平米,480,44544,和义西里三区 
简装,4室2厅,丽泽,南 北,4室2厅,2016年建板楼,143.52平米,1800,125419,西宸原著 
精装,有电梯,玉泉营,东南 北,4室2厅,2007年建板楼,181.9平米,1200,65971,优筑 
精装,有电梯,科技园区,南,3室2厅,1999年建板塔结合,129.6平米,688,53087,怡海花园富泽园 
简装,3室2厅,岳各庄,西北,2室2厅,2010年建板楼,119.31平米,850,71243,大成郡 
精装,有电梯,马连道,西南,3室2厅,2008年建塔楼,123.3平米,748,60666,建茗苑 
简装,1室1厅,北大地,南 北,3室1厅,2013年建板楼,106.66平米,570,53441,丰管路甲52号院 
精装,有电梯,玉泉营,南,1室1厅,2011年建板楼,57.24平米,680,118799,万年花城五期 
简装,有电梯,玉泉营,北,1室2厅,2008年建板塔结合,52.16平米,365,69977,万年花城四期 
精装,有电梯,岳各庄,北,1室1厅,2004年建板塔结合,72.36平米,480,66335,第七街区 
简装,1室0厅,北大地,南 北,3室1厅,2006年建板楼,83.81平米,405,48324,北大地三里16号院 
精装,有电梯,科技园区,东南,1室0厅,2008年建塔楼,34.28平米,230,67095,设计师广场 
精装,有电梯,七里庄,南,1室1厅,1999年建塔楼,69.05平米,435,62998,望园东里 
精装,有电梯,玉泉营,南 北,2室1厅,2006年建板楼,97.01平米,580,59788,三环新城8号院 
其他,有电梯,玉泉营,西北,2室1厅,2007年建板楼,77.09平米,499,64730,优筑 
精装,有电梯,角门,南 北,2室1厅,2005年建板楼,104.13平米,595,57141,和园居 
简装,有电梯,玉泉营,东 西,2室1厅,2005年建板楼,77.52平米,410,52890,三环新城7号院 
简装,无电梯,大红门,南 北,2室1厅,2000年建板楼,67.12平米,380,56616,建欣苑四里 
精装,无电梯,五里店,南 北,2室1厅,2001年建板楼,92.03平米,420,45638,丰卉家园 
简装,有电梯,宋家庄,西 北,2室1厅,2003年建板塔结合,88.15平米,429,48668,政馨园一区 
简装,1室1厅,北大地,南 北,2室1厅,1989年建板楼,60.8平米,350,57566,西安街4号院 
精装,有电梯,玉泉营,南,1室1厅,2011年建板楼,68.81平米,338,49121,青秀雅苑 
精装,有电梯,玉泉营,南,1室1厅,2011年建板楼,68.81平米,357,51882,青秀雅苑 
简装,无电梯,洋桥,南 北,3室1厅,1986年建板楼,62.6平米,370,59106,马家堡东里 
精装,有电梯,方庄,西,1室1厅,2005年建塔楼,46.39平米,315,67903,gogo新世代 
精装,有电梯,大红门,南,2室2厅,2010年建板塔结合,98.14平米,660,67251,上海建筑 
简装,无电梯,马家堡,南 北,2室1厅,2008年建板楼,89.37平米,513,57402,西马金润一区 
简装,有电梯,宋家庄,北,1室1厅,2003年建板塔结合,47.25平米,254,53757,政馨园一区 
精装,有电梯,岳各庄,东南,2室2厅,2007年建塔楼,93.74平米,470,50139,民岳家园 
精装,有电梯,大红门,南 北,2室1厅,2010年建板塔结合,86.46平米,596,68934,上海建筑 
精装,有电梯,刘家窑,南 北,3室1厅,1996年建板塔结合,101.81平米,525,51567,南三环东路 
简装,无电梯,菜户营,南 北,2室1厅,1993年建板楼,54.12平米,358,66150,菜户营甲86号院 
简装,有电梯,成寿寺,西南,2室1厅,2006年建板塔结合,87.75平米,461,52536,四方景园四区 
精装,有电梯,玉泉营,南 北,2室1厅,2005年建板楼,90.56平米,633,69899,万年花城一期 
精装,有电梯,岳各庄,南 西,2室1厅,2007年建塔楼,93.38平米,470,50332,民岳家园 
精装,有电梯,玉泉营,南 北,3室2厅,2006年建板楼,129.25平米,930,71954,中景理想家 
精装,有电梯,宋家庄,北,2室1厅,2003年建板塔结合,70.75平米,359,50743,政馨园一区 
精装,有电梯,成寿寺,南 北,1室1厅,2002年建板塔结合,75.03平米,397,52913,静馨嘉苑 
精装,无电梯,玉泉营,南 北,2室1厅,1999年建板楼,66.58平米,395,59328,育芳园甲一号院 
简装,无电梯,方庄,南,3室1厅,1992年建板楼,77.43平米,560,72324,芳群园一区 
精装,有电梯,科技园区,南 东北,3室2厅,2003年建塔楼,129.29平米,738,57081,怡锦园 
精装,有电梯,花乡,东北,1室1厅,2007年建塔楼,56.93平米,269,47252,天伦锦城 
简装,有电梯,方庄,西南,2室1厅,1990年建塔楼,63.39平米,460,72567,芳星园一区 
简装,有电梯,马家堡,东南 南,2室1厅,1998年建塔楼,76.12平米,390,51235,西马金润二区 
精装,有电梯,七里庄,东南,3室1厅,2002年建塔楼,145.42平米,881,60584,庄维花园 
精装,无电梯,和义,南 北,2室1厅,1995年建板楼,66.36平米,338,50935,和义东里六区 
简装,有电梯,赵公口,西南,2室1厅,2003年建板塔结合,90.38平米,560,61961,彩虹城一区 
精装,有电梯,玉泉营,南 北,3室1厅,2011年建板楼,89.51平米,630,70384,青秀城 
其他,有电梯,北大地,东南,2室1厅,2004年建塔楼,80.27平米,498,62041,正阳小区 
精装,无电梯,玉泉营,南 北,2室1厅,1992年建板楼,54.45平米,330,60607,万柳园小区 
